Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Texas St	Southland	17-12	0.58621	-9	218	0.91947	214	17.7427	180	82.1107	245	8.92542	5.32847	280	16.0019	
Drake	Missouri Val	10-20	0.33333	-2	219	0.907697	206	18.3488	243	78.3831	152	13.2609	3.83712	142	23.4101	
Duquesne	Atlantic 10	9-21	0.3	-1	220	0.90043	198	18.8486	183	81.8455	213	10.2961	3.75712	125	24.589	
Loy Marymount	West Coast	11-20	0.35484	+1	221	0.898372	216	17.493	187	81.6457	242	9.1406	3.90593	163	22.3576	
Quinnipiac	Northeast	17-12	0.58621	-2	222	0.898131	226	16.5147	174	82.372	263	7.44218	3.9635	296	15.3684	
Furman	Southern	14-17	0.45161	+3	223	0.893639	224	16.8981	288	74.4367	105	15.7547	3.60195	233	18.5753	
Monmouth NJ	Northeast	15-13	0.53571	-1	224	0.880518	239	15.429	286	74.5614	134	14.168	3.26528	264	17.1062	
Georgia St	Atlantic Sun	14-15	0.48276	-1	225	0.869834	227	16.4264	145	83.6333	278	6.08821	3.90366	252	17.6856	
CS Sacramento	Big Sky	12-17	0.41379	-1	226	0.869697	240	15.3492	234	78.9136	230	9.73311	4.42729	205	20.3794	
Prairie View	Southwestern AC	17-12	0.58621	-6	227	0.865461	255	14.043	232	78.9574	252	8.3845	4.67285	290	15.6564	
Maine	America East	14-16	0.46667		228	0.86437	203	18.4663	185	81.7682	221	9.99059	4.62162	261	17.2132	
Wright St	Horizon	10-18	0.35714	+2	229	0.86011	222	17.0201	205	80.4855	226	9.82577	6.19208	147	23.2304	
Bucknell	Patriot League	14-15	0.48276		230	0.859383	230	16.2783	316	70.2211	42	19.3532	4.46084	254	17.615	
Canisius	Metro Atlantic	10-18	0.35714	+4	231	0.859358	199	18.7681	194	81.0761	204	10.9902	2.95692	175	21.5563	
Lehigh	Patriot League	16-12	0.57143	+2	232	0.849648	236	15.7457	256	77.5123	192	11.5291	4.88565	300	15.2897	
Hampton	Mid-Eastern AC	19-11	0.63333		233	0.843996	235	15.8317	216	79.8002	238	9.32444	2.85373	315	13.2467	
Montana St	Big Sky	11-16	0.40741	-2	234	0.843615	225	16.8319	280	75.4432	127	14.6851	3.99729	225	19.2665	
CS Fullerton	Big West	10-19	0.34483	+2	235	0.843179	231	16.171	277	75.6586	142	13.8029	3.76656	198	20.641	
Colgate	Patriot League	14-14	0.5		236	0.837701	232	16.0965	244	78.2852	200	11.1082	4.22298	285	15.7768	
Harvard	Ivy League	12-15	0.44444	-8	237	0.830503	234	15.9361	115	84.7726	296	4.45885	2.07517	223	19.4444	
WI Green Bay	Horizon	10-20	0.33333	+2	238	0.825038	229	16.3932	219	79.6481	220	10.0368	6.46143	148	23.1838	
St Peter's	Metro Atlantic	10-19	0.34483		239	0.823123	233	15.9897	102	85.4592	305	3.82716	3.09384	199	20.6315	
Central Conn	Northeast	15-13	0.53571	+2	240	0.807369	241	15.1514	283	74.8966	145	13.5533	3.79551	292	15.6135	
UNC Asheville	Big South	15-17	0.46875	+24	241	0.803591	261	13.4856	132	84.0384	313	2.74348	3.8298	253	17.623	
Florida Intl	Sun Belt	8-21	0.27586	+1	242	0.801604	220	17.3547	301	72.647	63	18.0025	3.77289	153	22.7525	
Jacksonville	Atlantic Sun	13-16	0.44828	+2	243	0.792195	245	14.7659	275	75.8898	178	12.1664	5.35072	256	17.5022	
ULM	Southland	12-16	0.42857	-6	244	0.788218	243	14.8056	141	83.7133	299	4.38504	4.07929	247	17.9175	
TAM C. Christi	D1 Independent	14-15	0.48276	+1	245	0.785658	254	14.0925	133	84.0242	309	3.36626	5.41176	273	16.4192	
Centenary	D1 Independent	14-14	0.5	-2	246	0.784218	246	14.6683	124	84.3421	307	3.6244	5.63493	284	15.7883	
North Texas	Sun Belt	7-21	0.25	+1	247	0.780197	238	15.4999	167	82.6369	277	6.15866	4.45322	129	24.4801	
Lamar	Southland	13-14	0.48148	-7	248	0.774563	247	14.5123	284	74.8961	162	12.9112	4.94692	277	16.1099	
William & Mary	Colonial	12-16	0.42857	+1	249	0.774561	265	13.2877	274	76.1686	211	10.4082	3.78197	248	17.8341	
St Francis PA	Northeast	14-14	0.5	+3	250	0.771009	249	14.4998	235	78.8561	244	8.94323	3.56058	281	15.9848	
Lafayette	Patriot League	13-16	0.44828	+4	251	0.766849	248	14.51	209	80.1191	259	7.6884	4.299	270	16.6918	
Missouri KC	Mid-Continent	9-20	0.31034		252	0.76491	262	13.4791	210	80.0274	271	6.74424	4.38133	206	20.3689	
SE Missouri St	OH Valley	11-19	0.36667	-4	253	0.753576	251	14.3588	217	79.7883	255	7.86126	4.61579	220	19.6542	
MS Valley St	Southwestern AC	15-14	0.51724	-7	254	0.753297	244	14.773	123	84.3441	306	3.72912	4.39247	307	14.1393	
Delaware St	Mid-Eastern AC	15-12	0.55556	+3	255	0.753134	267	13.2258	311	70.9667	111	15.5521	4.48848	310	14.0476	
Cleveland St	Horizon	8-22	0.26667	+4	256	0.751123	242	15.0553	246	78.2467	219	10.0981	5.85075	138	24.0199	
Florida A&M	Mid-Eastern AC	17-12	0.58621		257	0.748251	269	12.9806	198	81.0181	290	5.25598	3.37501	317	12.9925	
St Francis NY	Northeast	14-16	0.46667	+1	258	0.747771	252	14.2038	104	85.3566	316	2.14619	4.54658	288	15.6731	
Indiana St	Missouri Val	7-24	0.22581	-5	259	0.739426	250	14.4037	317	69.7487	65	17.9509	4.05983	121	24.8083	
SE Louisiana	Southland	11-16	0.40741	-9	260	0.735793	263	13.4366	273	76.4573	215	10.2748	4.40163	262	17.2073	
Youngstown St	Horizon	9-20	0.31034	+3	261	0.725546	257	13.7988	290	74.1648	161	12.9247	6.35548	178	21.3663	
F Dickinson	Northeast	15-14	0.51724	+1	262	0.724113	266	13.2483	201	80.9454	287	5.60097	4.4627	305	14.4344	
Southern Utah	Mid-Continent	11-17	0.39286	-1	263	0.721142	256	13.8244	267	76.9595	218	10.1561	4.96184	243	17.969	
Charleston So	Big South	14-14	0.5	+5	264	0.70831	260	13.6319	291	73.9847	158	12.9456	3.41117	299	15.3154	
UT San Antonio	Southland	10-17	0.37037	-4	265	0.698007	273	12.5201	239	78.6864	268	7.12759	3.9712	229	19.0012	
Stony Brook	America East	13-15	0.46429		266	0.696387	271	12.6819	282	75.2292	208	10.748	4.00156	298	15.3246	
Hofstra	Colonial	8-21	0.27586		267	0.688052	259	13.71	255	77.6151	236	9.38822	3.83541	200	20.6133	
Elon	Big South	12-15	0.44444	+5	268	0.672246	280	11.7615	299	72.7262	171	12.3282	2.92362	289	15.6728	
TX Southern	Southwestern AC	18-13	0.58065	-13	269	0.667047	278	11.9389	220	79.5849	285	5.65142	5.01626	318	12.7892	
San Jose St	Western Athletic	7-21	0.25	+9	270	0.663348	270	12.7453	269	76.728	240	9.30917	4.95104	185	21.0602	
UC Riverside	Big West	6-18	0.25	+3	271	0.655215	274	12.4896	230	79.0608	272	6.7176	3.39494	177	21.4052	
Alcorn St	Southwestern AC	14-19	0.42424	-4	272	0.655146	287	11.3468	248	78.1874	275	6.45991	5.17194	286	15.7574	
E Kentucky	OH Valley	11-17	0.39286	-3	273	0.647895	268	13.2096	130	84.2034	314	2.29552	4.08944	279	16.0621	
VMI	Southern	10-20	0.33333	+2	274	0.643359	279	11.8291	295	73.536	191	11.5851	2.83748	255	17.5692	
Coastal Car	Big South	13-15	0.46429	+3	275	0.642958	264	13.3384	266	77.0361	232	9.59991	3.61568	303	14.5717	
IPFW	D1 Independent	9-21	0.3	-4	276	0.637373	290	10.9055	241	78.5397	284	5.65881	5.78526	213	19.9317	
Alabama St	Southwestern AC	14-15	0.48276	-6	277	0.630291	272	12.6769	314	70.3559	107	15.6172	4.93175	311	13.9706	
Buffalo	Mid-American	5-23	0.17857	-1	278	0.604141	258	13.7177	268	76.853	217	10.1585	4.98327	150	23.0222	
Liberty	Big South	14-15	0.48276	+4	279	0.603687	295	9.7767	289	74.3329	248	8.74006	4.04537	304	14.4403	
Howard	Mid-Eastern AC	13-17	0.43333		280	0.597154	275	12.2864	186	81.7484	304	3.83105	2.72111	312	13.6137	
Coppin St	Mid-Eastern AC	11-17	0.39286		281	0.591751	285	11.4741	323	68.2826	90	16.4862	3.10211	282	15.9737	
Cornell	Ivy League	9-18	0.33333	-7	282	0.591103	292	10.5352	300	72.6704	198	11.1633	2.30921	244	17.9602	
Long Island	Northeast	9-19	0.32143	+1	283	0.564709	282	11.7507	87	86.3662	325	-1.31777	3.23493	266	17.0478	
Dartmouth	Ivy League	8-19	0.2963	-2	284	0.563463	276	12.1291	308	71.3016	135	14.1241	2.03682	263	17.1427	
W Carolina	Southern	9-19	0.32143	+4	285	0.561535	284	11.4788	228	79.1373	286	5.63395	3.96444	276	16.184	
UNC Greensboro	Southern	7-22	0.24138	+4	286	0.551137	253	14.1763	212	79.9756	262	7.49455	3.7497	211	20.081	
Mt St Mary's	Northeast	11-16	0.40741	-1	287	0.541167	299	8.6255	303	71.9852	224	9.94039	3.60485	295	15.5205	
Robert Morris	Northeast	10-17	0.37037	-1	288	0.539602	288	11.2715	226	79.2645	289	5.30498	3.67745	301	14.7551	
Jackson St	Southwestern AC	10-18	0.35714	-4	289	0.539572	277	11.9441	208	80.2952	293	4.94861	5.42329	275	16.2923	
Radford	Big South	10-20	0.33333	+5	290	0.503325	307	7.71756	287	74.557	276	6.45733	3.9448	287	15.7502	
FL Atlantic	Atlantic Sun	7-21	0.25		291	0.502179	291	10.653	221	79.501	297	4.44827	4.23109	226	19.2342	
Grambling	Southwestern AC	12-18	0.4	-4	292	0.500741	300	8.4468	190	81.529	321	0.215149	4.97584	306	14.3507	
Norfolk St	Mid-Eastern AC	14-15	0.48276	-1	293	0.49513	296	9.46293	313	70.372	170	12.386	2.83957	323	11.6196	
Long Beach St	Big West	5-22	0.18519	+2	294	0.489056	293	9.97727	261	77.2224	279	6.04686	4.36946	194	20.7177	
Portland St	Big Sky	5-22	0.18519	-2	295	0.488302	286	11.3534	318	69.5581	119	15.0921	4.56992	196	20.708	
Fordham	Atlantic 10	2-26	0.07143	-2	296	0.484417	281	11.7522	225	79.3039	282	5.74144	3.41653	86	26.5563	
UTEP	Western Athletic	6-24	0.2	+6	297	0.455	294	9.84436	281	75.3869	258	7.75273	4.97533	203	20.4795	
Citadel	Southern	8-20	0.28571	+4	298	0.451869	289	10.9286	302	72.6221	190	11.5963	3.49803	274	16.3929	
Gardner Webb	Atlantic Sun	5-24	0.17241	-1	299	0.449148	283	11.5014	263	77.1068	260	7.68381	4.28771	215	19.893	
Navy	Patriot League	8-20	0.28571	+1	300	0.435626	297	9.22491	306	71.4901	203	11.0254	4.92123	271	16.4878	
Stetson	Atlantic Sun	6-20	0.23077	-2	301	0.428575	298	8.68431	175	82.3692	322	-0.391199	4.76707	246	17.9286	
W Illinois	Mid-Continent	7-21	0.25	-2	302	0.416152	302	8.15202	272	76.5293	294	4.91763	4.80132	236	18.3455	
Northwestern LA	Southland	6-21	0.22222	-6	303	0.408345	303	8.13066	296	73.2624	254	8.16485	3.67923	249	17.811	
Sacred Heart	Northeast	8-21	0.27586		304	0.40653	305	8.01453	240	78.5459	312	2.76868	3.80218	293	15.5882	
Albany NY	America East	7-21	0.25		305	0.389272	310	7.01624	260	77.2636	310	3.05053	3.78855	250	17.7597	
New Hampshire	America East	5-23	0.17857		306	0.36422	308	7.62546	236	78.7862	317	2.13374	3.33326	239	18.1904	
High Point	Big South	7-20	0.25926	+1	307	0.3514	301	8.22233	250	78.0851	308	3.43153	3.1752	294	15.5337	
UMBC	Northeast	7-20	0.25926	-1	308	0.340826	306	8.0061	304	71.8604	235	9.44311	4.17275	297	15.3374	
UTRGV	D1 Independent	10-20	0.33333		309	0.308555	304	8.09189	307	71.4366	223	9.94804	5.48463	319	12.5008	
Loyola MD	Metro Atlantic	4-24	0.14286	+1	310	0.217332	314	4.63575	322	68.6238	239	9.30983	3.01026	232	18.6518	
Lipscomb	D1 Independent	8-20	0.28571	+2	311	0.198997	312	6.42046	203	80.7361	324	-1.02094	5.23559	321	11.9857	
Chicago St	Mid-Continent	3-27	0.1		312	0.198145	309	7.17223	293	73.7567	274	6.70823	4.62795	210	20.112	
Alabama A&M	Southwestern AC	8-19	0.2963	-3	313	0.198001	311	6.7545	223	79.3455	319	0.704593	4.46753	324	11.5597	
Southern Univ	Southwestern AC	9-20	0.31034		314	0.159678	313	5.08193	292	73.9413	298	4.43928	4.60561	327	9.71798	
Bethune-Cookman	Mid-Eastern AC	8-22	0.26667		315	0.134539	315	4.07106	298	73.0168	300	4.34776	3.10418	322	11.8484	
Towson	Colonial	4-24	0.14286	+1	316	0.118292	318	2.70779	321	68.8304	267	7.17055	3.80774	245	17.9451	
Campbell	Atlantic Sun	5-22	0.18519	+1	317	0.102994	320	1.7724	297	73.2599	318	1.8083	4.74775	291	15.6364	
Ark Pine Bluff	Southwestern AC	4-24	0.14286	-2	318	0.093379	323	0.909473	325	65.1661	243	9.04277	4.72714	265	17.0955	
Morris Brown	D1 Independent	8-20	0.28571		319	0.063085	324	-0.145295	319	68.9184	302	4.23253	3.77839	325	10.5359	
Morgan St	Mid-Eastern AC	7-22	0.24138		320	0.060498	321	1.70582	276	75.7465	323	-0.74711	3.68429	326	10.3102	
MD E Shore	Mid-Eastern AC	5-23	0.17857		321	0.056595	317	2.83922	309	71.1194	292	5.01318	3.31867	320	12.1964	
Army	Patriot League	5-22	0.18519	+1	322	0.042524	322	1.25603	326	64.6984	225	9.85369	4.41075	313	13.5618	
Columbia	Ivy League	2-25	0.07407	+1	323	0.027362	316	3.25611	327	60.7768	104	15.775	2.65599	257	17.4883	
Nicholls St	Southland	3-25	0.10714	-2	324	0.012211	319	2.1756	324	65.51	222	9.96025	4.44174	269	16.6943	
Savannah St	D1 Independent	3-24	0.11111		325	-0.136599	325	-2.25274	312	70.3782	320	0.663691	4.70006	302	14.6368	
Tennessee St	OH Valley	2-25	0.07407		326	-0.229362	326	-2.66008	202	80.7461	327	-10.1143	4.2775	278	16.0751	
NC A&T	Mid-Eastern AC	1-26	0.03704		327	-0.349884	327	-4.82727	310	70.9949	326	-2.52231	3.11588	314	13.404	
