Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Chicago St	D1 Independent	11-17	0.39286	-2	218	1.04978	237	19.1011	75	89.0258	331	3.18658	4.34578	174	24.2929	
TN Martin	OH Valley	17-16	0.51515	+1	219	1.04563	219	20.1316	59	90.4214	332	2.83065	2.89616	298	19.4163	
Pepperdine	West Coast	11-21	0.34375	-5	220	1.04258	224	19.7331	101	87.4795	320	5.3655	3.91225	157	25.1354	
Bucknell	Patriot League	12-19	0.3871	-2	221	1.04183	244	18.8381	296	75.8332	140	16.1233	2.89552	191	23.8194	
Long Island	Northeast	15-15	0.5	+4	222	1.0417	205	20.9746	146	84.3592	272	9.73378	1.47507	268	21.0588	
Lipscomb	Atlantic Sun	15-16	0.48387	+7	223	1.03859	204	20.9825	173	82.6113	240	11.4858	4.19955	272	20.8422	
Hampton	Mid-Eastern AC	18-12	0.6	-3	224	1.0357	228	19.5606	249	78.5344	176	14.1485	4.08995	299	19.3768	
Towson	Colonial	13-18	0.41935	-3	225	1.03452	245	18.7818	231	79.679	222	12.2214	5.22276	214	22.9764	
Yale	Ivy League	13-15	0.46429	-2	226	1.03122	233	19.3062	212	80.8637	238	11.5615	3.14752	240	22.0354	
Troy	Sun Belt	12-19	0.3871	+2	227	1.02013	223	19.741	84	88.3681	323	4.49074	4.48886	203	23.4876	
Montana	Big Sky	14-16	0.46667	-3	228	1.01762	197	21.6853	176	82.4486	221	12.3522	4.31146	258	21.5483	
Hofstra	Colonial	12-18	0.4	-2	229	1.01608	236	19.141	205	81.2572	246	10.9991	4.92098	204	23.4312	
McNeese St	Southland	13-16	0.44828	-2	230	1.01535	231	19.4265	261	77.9531	167	14.5849	3.69592	237	22.1944	
St Bonaventure	Atlantic 10	8-22	0.26667	+8	231	1.00226	220	20.086	179	82.4104	249	10.787	4.00534	125	27.0561	
Columbia	Ivy League	14-15	0.48276		232	0.992431	248	18.5066	298	75.6878	143	15.9365	2.2941	294	19.7314	
Youngstown St	Horizon	9-21	0.3	+1	233	0.991277	229	19.54	210	80.8967	232	11.7607	4.73737	135	26.5658	
Buffalo	Mid-American	9-20	0.31034	-1	234	0.989764	206	20.9654	91	87.8825	313	6.20093	5.38047	142	26.2315	
Manhattan	Metro Atlantic	12-19	0.3871	+11	235	0.980958	240	18.9848	188	81.8825	262	10.2153	3.17629	235	22.3003	
Evansville	Missouri Val	9-21	0.3	-5	236	0.977023	230	19.4988	301	75.5669	122	17.0454	6.61382	133	26.61	
James Madison	Colonial	13-17	0.43333	+4	237	0.970655	238	19.0433	131	85.2055	302	6.95487	5.2081	221	22.8503	
Lehigh	Patriot League	14-15	0.48276	+2	238	0.97055	255	18.0098	270	77.0312	179	14.093	2.96503	284	20.3803	
Montana St	Big Sky	15-15	0.5	-4	239	0.968753	260	17.5133	180	82.4096	292	8.21789	4.95389	275	20.7277	
Nicholls St	Southland	10-21	0.32258	+2	240	0.966918	222	19.9396	256	78.1486	159	14.907	3.81894	163	24.6414	
East Carolina	Conference USA	11-19	0.36667	+16	241	0.96641	247	18.6566	175	82.4817	279	9.28654	6.01778	187	23.9477	
Southern Utah	Summit Lg	11-19	0.36667	-6	242	0.962571	239	18.9915	194	81.7465	258	10.359	5.65479	194	23.7	
Liberty	Big South	16-16	0.5	+1	243	0.962283	234	19.2617	247	78.6239	189	13.7491	5.9317	301	19.2048	
UT San Antonio	Southland	12-17	0.41379	-7	244	0.959825	265	17.1807	287	76.0673	174	14.2266	3.83086	236	22.2839	
Alabama St	Southwestern AC	20-11	0.64516	+4	245	0.957218	226	19.5816	235	79.4381	201	13.2626	3.57121	335	15.2456	
Denver	Sun Belt	10-19	0.34483	+8	246	0.9496	232	19.3778	338	69.8142	37	22.6782	5.51932	180	24.1101	
N Colorado	Big Sky	13-16	0.44828	-4	247	0.94801	256	17.9777	184	82.1482	284	8.94496	4.71086	286	20.2865	
Fresno St	Western Athletic	13-19	0.40625	-3	248	0.947213	221	19.98	232	79.6608	196	13.4306	5.45572	213	22.983	
Penn	Ivy League	13-18	0.41935	+1	249	0.945619	270	16.4688	204	81.2918	290	8.29528	3.27912	261	21.3483	
Texas St	Southland	13-16	0.44828	-3	250	0.945603	253	18.0712	15	95.5029	341	-4.31853	3.30812	283	20.3955	
Cal Poly SLO	Big West	12-18	0.4	-13	251	0.944234	266	17.1534	271	76.7817	194	13.4817	4.18084	207	23.3395	
San Jose St	Western Athletic	13-19	0.40625	-4	252	0.943706	268	16.5872	228	79.8533	270	9.8428	5.25355	224	22.8059	
Iona	Metro Atlantic	12-20	0.375	+7	253	0.941587	246	18.7812	267	77.3248	168	14.5684	4.17737	198	23.5996	
TAM C. Christi	Southland	9-20	0.31034	-2	254	0.935413	261	17.4908	273	76.7685	185	13.8399	3.67625	171	24.3044	
Drexel	Colonial	12-20	0.375	+1	255	0.935146	257	17.8503	314	73.7851	118	17.1816	4.43297	183	24.0864	
San Francisco	West Coast	10-21	0.32258	-1	256	0.927932	242	18.8661	214	80.75	243	11.2301	3.88668	178	24.1223	
Coppin St	Mid-Eastern AC	16-21	0.43243	-4	257	0.919548	284	15.1438	311	73.8855	170	14.3804	3.29845	314	18.4702	
Idaho St	Big Sky	12-19	0.3871	-7	258	0.919342	289	14.6131	316	73.5897	178	14.1379	4.73977	232	22.4572	
Detroit	Horizon	7-23	0.23333	+2	259	0.908574	235	19.2508	304	74.875	112	17.4936	4.61102	131	26.7329	
E Washington	Big Sky	11-19	0.36667	-2	260	0.905174	250	18.1276	266	77.3366	182	13.9062	4.7242	225	22.7874	
Missouri KC	Summit Lg	11-21	0.34375	-2	261	0.903542	259	17.6053	192	81.7937	285	8.92505	5.35575	186	24.0097	
ULM	Sun Belt	10-21	0.32258	+7	262	0.889397	251	18.1167	187	81.9572	280	9.27459	3.97832	190	23.8889	
Hawaii	Western Athletic	11-19	0.36667		263	0.886759	254	18.0451	181	82.4079	286	8.74639	5.29892	215	22.9754	
Tennessee Tech	OH Valley	13-19	0.40625	+3	264	0.886297	243	18.8403	133	85.1689	306	6.79584	3.2716	292	19.8391	
W Carolina	Southern	10-21	0.32258	+16	265	0.886214	258	17.8332	277	76.6428	172	14.3056	4.65949	189	23.8959	
MS Valley St	Southwestern AC	17-16	0.51515	-2	266	0.885484	290	14.5373	320	72.9089	163	14.7487	2.64478	329	16.5718	
Morehead St	OH Valley	15-15	0.5	-2	267	0.884898	279	15.5148	310	73.967	165	14.667	4.15145	306	18.8801	
Florida Intl	Sun Belt	10-20	0.33333	+2	268	0.88181	263	17.2779	278	76.6	186	13.7969	4.92695	196	23.6605	
VMI	Big South	14-15	0.48276	-1	269	0.881663	264	17.2613	3	99.8404	342	-9.46453	4.33359	321	17.3214	
Stetson	Atlantic Sun	16-16	0.5	+9	270	0.877709	281	15.4319	300	75.571	206	12.9774	4.96946	316	18.2569	
W Illinois	Summit Lg	12-18	0.4	-9	271	0.876714	276	16.0907	242	78.8948	259	10.3102	6.28444	241	22.0343	
Delaware St	Mid-Eastern AC	14-16	0.46667	-6	272	0.874999	275	16.2141	332	70.8973	93	18.4374	3.47608	313	18.5312	
E Kentucky	OH Valley	14-16	0.46667	-1	273	0.871614	273	16.2654	326	72.2792	121	17.108	3.51431	304	19.0681	
Coastal Car	Big South	13-15	0.46429		274	0.866837	278	15.7505	254	78.1922	250	10.6703	5.06061	305	18.9988	
Samford	OH Valley	14-16	0.46667	-2	275	0.865608	283	15.2809	333	70.747	109	17.6549	3.14074	310	18.6636	
Georgia St	Colonial	9-21	0.3	+2	276	0.857816	252	18.0844	292	75.9717	154	15.2293	4.63337	208	23.2758	
Cent Arkansas	Southland	13-16	0.44828	-1	277	0.85758	271	16.2923	274	76.7528	212	12.647	4.04472	307	18.8741	
Centenary	Summit Lg	10-21	0.32258	-1	278	0.844307	277	16.0016	174	82.5347	310	6.58077	5.47531	184	24.0688	
Ball St	Mid-American	6-24	0.2	+1	279	0.844053	241	18.9085	317	73.5348	90	18.4935	4.80403	134	26.5798	
SMU	Conference USA	10-20	0.33333	+5	280	0.834212	285	15.0656	297	75.7552	219	12.4272	5.47942	205	23.3937	
UC Riverside	Big West	9-21	0.3	-6	281	0.832365	280	15.4601	313	73.8629	164	14.7065	4.28615	231	22.4673	
Colorado St	Mountain West	7-25	0.21875		282	0.822997	269	16.5337	222	80.1571	275	9.49574	4.73754	139	26.2907	
Oregon St	Pac 10	6-25	0.19355	-12	283	0.818635	262	17.281	268	77.1693	203	13.2198	2.74107	106	28.3166	
Norfolk St	Mid-Eastern AC	16-15	0.51613	-1	284	0.808379	288	14.6302	207	80.957	307	6.79327	4.37248	333	15.8538	
Arkansas St	Sun Belt	10-20	0.33333	+2	285	0.794497	272	16.2765	197	81.6355	294	7.75916	4.97044	257	21.5581	
N Illinois	Mid-American	6-22	0.21429		286	0.793673	282	15.4236	198	81.5629	301	6.97869	5.34713	140	26.2743	
Portland	West Coast	9-22	0.29032	-3	287	0.790528	267	16.7185	305	74.8048	156	15.0275	4.13313	219	22.8873	
Savannah St	D1 Independent	13-18	0.41935		288	0.78636	293	14.2517	325	72.5423	160	14.8267	4.93394	297	19.4664	
Furman	Southern	7-23	0.23333	+9	289	0.752738	295	14.1056	307	74.616	213	12.6033	4.79871	181	24.1099	
New Hampshire	America East	9-20	0.31034	-1	290	0.751452	274	16.2518	251	78.4226	247	10.9454	2.01436	288	20.1261	
F Dickinson	Northeast	8-20	0.28571	-1	291	0.750087	291	14.4021	178	82.433	321	5.08684	0.826919	239	22.0551	
Radford	Big South	10-20	0.33333	-1	292	0.745632	305	13.2598	195	81.6726	322	4.70064	5.17021	276	20.6404	
NC A&T	Mid-Eastern AC	15-16	0.48387		293	0.735181	306	13.2278	227	79.9101	311	6.43979	3.8831	325	16.9817	
Canisius	Metro Atlantic	6-25	0.19355	+3	294	0.731813	294	14.1721	289	76.0366	242	11.2512	3.92545	201	23.5321	
Idaho	Western Athletic	8-21	0.27586	-3	295	0.725481	302	13.4863	286	76.0741	253	10.5255	5.11547	245	21.9578	
Florida A&M	Mid-Eastern AC	15-17	0.46875	-2	296	0.718097	309	12.6433	285	76.2606	274	9.50483	4.02017	330	16.5311	
Jackson St	Southwestern AC	14-20	0.41176	-1	297	0.71306	308	12.9262	221	80.1616	316	5.88373	3.14305	327	16.7815	
Dartmouth	Ivy League	10-18	0.35714	-3	298	0.711029	300	13.8189	306	74.7366	223	12.2007	3.20206	311	18.5877	
FL Gulf Coast	Atlantic Sun	10-21	0.32258	+4	299	0.693445	314	12.2626	253	78.303	299	7.07233	3.27005	280	20.5066	
St Francis NY	Northeast	7-22	0.24138		300	0.691297	296	14.0257	243	78.8817	291	8.26059	1.11749	264	21.1635	
Harvard	Ivy League	8-22	0.26667	+1	301	0.679816	292	14.2625	199	81.5337	317	5.84475	3.97734	253	21.7108	
S Dakota St	Summit Lg	8-21	0.27586	-3	302	0.679045	286	14.7806	265	77.4871	255	10.407	5.67194	251	21.8162	
Monmouth NJ	Northeast	7-24	0.22581	+1	303	0.673891	303	13.4694	334	70.6838	144	15.9018	0.7574	252	21.799	
Mercer	Atlantic Sun	11-19	0.36667	+2	304	0.673396	299	13.8399	163	83.1073	326	3.84954	3.81547	317	18.2322	
CS Bakersfield	D1 Independent	8-21	0.27586	-4	305	0.661421	316	11.8151	259	78.0134	304	6.9163	3.97111	274	20.7296	
S Carolina St	Mid-Eastern AC	13-20	0.39394	-1	306	0.653766	317	11.8106	182	82.3787	334	2.55162	3.53761	331	16.4503	
Campbell	Atlantic Sun	10-20	0.33333	+4	307	0.653167	298	13.8843	224	80.0462	303	6.95256	4.16362	308	18.8216	
SC Upstate	Atlantic Sun	7-23	0.23333	+2	308	0.652172	301	13.587	315	73.7367	207	12.97	4.0307	242	21.9882	
St Peter's	Metro Atlantic	6-24	0.2	+3	309	0.652014	287	14.7631	258	78.0667	271	9.81304	3.29815	212	23.1595	
SE Missouri St	OH Valley	11-19	0.36667	-3	310	0.651387	312	12.5575	86	88.3593	340	-2.68256	3.43248	302	19.1588	
Kennesaw	Atlantic Sun	10-20	0.33333	-2	311	0.650918	315	12.0072	252	78.3897	308	6.73048	4.42953	318	17.9532	
Stony Brook	America East	7-23	0.23333	-4	312	0.649805	304	13.4281	319	73.1347	197	13.4082	1.66664	289	20.0725	
St Francis PA	Northeast	6-23	0.2069	+1	313	0.604328	310	12.6123	302	75.4355	260	10.2938	0.652322	270	20.9514	
UC Davis	Big West	9-22	0.29032	-1	314	0.594865	319	11.3304	294	75.8582	288	8.58416	4.50815	281	20.4725	
Alabama A&M	Southwestern AC	14-15	0.48276		315	0.583938	323	10.4141	308	74.1611	278	9.37239	3.40376	341	12.9958	
Presbyterian	D1 Independent	5-25	0.16667	+1	316	0.58242	297	13.8919	330	71.4171	147	15.5891	5.23281	202	23.5116	
Charleston So	Big South	10-20	0.33333	+1	317	0.567537	322	10.566	203	81.2981	336	2.37738	5.6121	326	16.8681	
Long Beach St	Big West	6-25	0.19355	-2	318	0.555414	307	13.0277	284	76.2862	269	9.85169	4.51469	234	22.3707	
Maine	America East	7-23	0.23333		319	0.544396	321	10.7112	279	76.5852	297	7.23953	1.4245	293	19.7909	
Princeton	Ivy League	6-23	0.2069	+1	320	0.543306	311	12.585	337	69.8619	145	15.8408	4.02091	267	21.1034	
E Illinois	OH Valley	7-22	0.24138	-1	321	0.540269	320	10.7199	318	73.1989	251	10.6414	3.61692	315	18.3372	
Ark Pine Bluff	Southwestern AC	13-18	0.41935		322	0.532983	325	10.2229	336	69.8886	195	13.4521	2.50465	340	14.1713	
W Salem St	D1 Independent	12-18	0.4		323	0.523871	329	9.20996	328	72.2231	265	10.1043	4.31337	336	14.9849	
Rice	Conference USA	3-27	0.1	+4	324	0.518126	313	12.3707	339	69.4207	142	16.0631	5.04627	126	27.0118	
Houston Bap	D1 Independent	9-14	0.3913	-1	325	0.511432	324	10.3901	138	84.8985	339	-1.39586	4.08477	342	12.51	
Southern Univ	Southwestern AC	11-19	0.36667	-1	326	0.49883	318	11.469	331	71.1882	198	13.4002	3.4744	334	15.3682	
Longwood	D1 Independent	9-22	0.29032		327	0.484917	330	9.07177	248	78.5676	328	3.61816	5.19075	322	17.305	
Loy Marymount	West Coast	5-26	0.16129	-2	328	0.468682	335	6.9749	280	76.5396	330	3.55156	4.26823	177	24.1333	
Louisiana Tech	Western Athletic	6-24	0.2		329	0.462905	327	9.79195	321	72.8662	266	10.0395	4.96211	277	20.629	
Jacksonville St	OH Valley	7-22	0.24138		330	0.458423	326	10.1928	209	80.9116	335	2.40066	3.79684	328	16.608	
Bethune-Cookman	Mid-Eastern AC	11-21	0.34375		331	0.434922	328	9.32723	340	68.6705	187	13.7773	3.38343	337	14.7596	
NC Central	D1 Independent	4-26	0.13333		332	0.379488	333	7.09976	327	72.2439	293	7.97389	4.37001	206	23.3529	
Prairie View	Southwestern AC	8-22	0.26667		333	0.34131	332	7.29514	282	76.4555	325	3.95825	3.10802	332	15.985	
Citadel	Southern	6-24	0.2	+3	334	0.320359	334	7.06086	323	72.7577	295	7.4174	4.16793	300	19.2757	
Howard	Mid-Eastern AC	6-26	0.1875	-1	335	0.314543	331	7.53229	341	68.4908	224	12.1596	4.07093	312	18.5429	
Grambling	Southwestern AC	7-19	0.26923	-1	336	0.309558	337	6.15902	264	77.6356	337	1.64727	2.72225	339	14.317	
TX Southern	Southwestern AC	7-25	0.21875	-1	337	0.299264	336	6.18799	312	73.8636	319	5.44556	3.00797	319	17.6797	
Alcorn St	Southwestern AC	7-24	0.22581		338	0.264124	340	4.79104	257	78.1397	338	-0.228552	2.96747	338	14.6949	
CS Sacramento	Big Sky	4-24	0.14286		339	0.247883	338	6.14799	299	75.6479	329	3.61636	4.75056	291	19.9237	
North Florida	Atlantic Sun	3-26	0.10345		340	0.159931	339	5.55863	335	70.024	287	8.64904	4.60354	309	18.7309	
MD E Shore	Mid-Eastern AC	4-29	0.12121		341	0.040604	341	1.44113	329	71.9477	333	2.61456	3.84155	324	17.052	
NJIT	D1 Independent	0-29	0		342	-0.268935	342	-3.09292	342	66.2453	327	3.77461	3.51621	285	20.3101
